lat,lon,timestamp,userid
-25.0248598,31.2411443,2015-12-08 02:29,87691582
-25.469,30.9655,2015-07-08 02:38,15428799
-24.517679856,31.162063846,2015-11-08 04:14,39790157
-24.353899617,30.947756767,2015-09-08 05:12,7291862
-24.34257846,30.93086607,2015-07-08 05:28,90916112
-24.427488955,31.02746358,2015-09-08 05:37,51611163
-24.27979237,31.23516823,2015-01-08 05:42,57307412
-25.4721,30.952853333,2015-12-08 05:45,7253588
-24.73933917,31.575880402,2015-09-08 06:01,45752827
-25.493816376,30.98583412,2015-03-08 06:04,23983844
-24.739567168,31.575957394,2015-01-08 06:04,45752827
-25.473941,30.977845,2015-03-08 06:23,9999070
-24.739697049,31.575862131,2015-06-08 06:27,45752827
-24.517679856,31.162063846,2015-06-08 06:34,92979582
-25.474,30.956666667,2015-08-08 06:39,86267392
-24.51735,31.16195,2015-10-08 06:47,23183934
-24.601009567,31.629804717,2015-04-08 07:13,88834482
-24.601106025,31.62985803,2015-10-08 07:13,88834482
-24.427488955,31.02746358,2015-04-08 08:41,87230652
-24.291012273,31.22994274,2015-06-08 08:44,57307412
-24.34257846,30.93086607,2015-10-08 08:46,90916112
-24.750983189,31.605260829,2015-11-08 08:50,45752827
-25.470067799,30.971255333,2015-09-08 08:57,28052199
-25.47958966,30.985975396,2015-10-08 09:00,68364399
-25.469666667,30.956833333,2015-04-08 09:11,86371362
-24.34257846,30.93086607,2015-10-08 09:44,90916112
-25.499325788,30.992294719,2015-04-08 10:21,71536216
-25.484485345,30.98361985,2015-04-08 10:27,41418953
-24.517653612,31.165026269,2015-01-08 10:36,75048721
-24.803247,31.422454,2015-03-08 10:39,61381975
-25.486701177,30.984524908,2015-06-08 10:49,41418953
-24.527366082,31.1160798,2015-01-08 10:55,5007076
-25.484463219,30.983597406,2015-01-08 11:30,41418953
-24.788741056,31.491129398,2015-03-08 11:33,58596504
-25.455960632,31.658598511,2015-06-08 11:53,64271030
-25.344292003,31.007685967,2015-06-08 12:10,15525879
-24.350598982,30.957029002,2015-03-08 12:20,41807690
-24.4757776,31.01373558,2015-08-08 12:24,16145197
-24.456425005,31.406516743,2015-04-08 12:29,527064
-25.4647,30.948916667,2015-01-08 12:41,95528691
-25.467578333,30.99223,2015-06-08 12:44,95528691
-25.029193324,31.135010702,2015-09-08 12:55,93344567
-24.280105,31.235766667,2015-11-08 13:09,69028869
-24.308369835,30.961710876,2015-12-08 13:28,54257706
-24.485821221,31.167473355,2015-04-08 13:47,39790157
-24.351763333,30.95588,2015-10-08 14:02,52176931
-25.493323356,31.726977819,2015-08-08 14:20,54478319
-25.479676352,31.00374232,2015-08-08 14:29,23505337
-24.517545,31.161977833,2015-05-08 14:44,95232230
-23.933749516,31.14816187,2015-10-08 14:58,23307081
-24.600813431,31.629331894,2015-03-08 15:27,88834482
-24.384166667,31.046333333,2015-04-08 15:27,88834482
-24.42756603,31.027633465,2015-07-08 15:37,8142930
-24.517679856,31.162063846,2015-09-08 15:42,92979582
-25.299,31.011666667,2015-12-08 15:55,56721207
-24.475727314,31.013733493,2015-06-08 15:59,4315623
-25.036822628,31.124881954,2015-10-08 16:37,38603625
-25.061486167,31.128163833,2015-05-08 16:41,38603625
-25.036831867,31.124893997,2015-04-08 16:48,38603625
-25.470833333,30.9765,2015-09-08 16:48,38464747
-23.939228808,31.144185076,2015-07-08 17:01,61978646
-24.475866873,31.013814379,2015-07-08 17:25,4315623
-24.291021667,31.229925,2015-07-08 17:32,57307412
-24.786554517,31.425665649,2015-02-08 18:15,14363725
-24.517679856,31.162063846,2015-03-08 18:40,75048721
-24.517679856,31.162063846,2015-04-08 19:14,75048721
-24.517679856,31.162063846,2015-11-08 19:21,75048721
-24.796852064,31.499443324,2015-01-08 20:10,4054511
-24.517679856,31.162063846,2015-06-08 20:47,92979582
-24.51783,31.1650195,2015-07-09 23:43,11953265
-24.47578799,31.01373342,2015-05-09 01:20,16145197
-24.353899617,30.947756767,2015-08-09 01:28,16145197
-24.903244678,31.479724676,2015-11-09 01:57,31654222
-24.517679856,31.162063846,2015-10-09 02:02,92979582
-24.512485476,31.046361725,2015-05-09 02:10,4315623
-24.45737,31.342888333,2015-07-09 02:40,33317210
-24.47578799,31.01373342,2015-12-09 02:47,16145197
-25.476136981,30.98211711,2015-02-09 03:47,34589050
-25.493828435,30.985664846,2015-10-09 04:37,16020551
-24.454642636,31.083083608,2015-12-09 04:50,29873621
-24.422095,31.022263833,2015-05-09 05:09,76193964
-24.351932051,30.952497886,2015-06-09 05:34,54257706
-24.290991453,31.229974702,2015-10-09 05:44,57307412
-24.974020897,31.480395282,2015-11-09 06:02,45585930
-24.802741776,31.401498606,2015-07-09 06:09,36592569
-24.826405,31.410305,2015-03-09 06:16,61381975
-24.85202,31.408736667,2015-02-09 06:19,61381975
-24.852053333,31.408741667,2015-06-09 06:25,61381975
-25.492658942,30.969890586,2015-02-09 06:33,34589050
-25.49291421,30.952692332,2015-03-09 06:36,25893424
-24.786132156,31.428991822,2015-05-09 06:42,61381975
-24.73210465,31.48377636,2015-05-09 06:57,79419446
-25.497306866,31.000330777,2015-08-09 07:02,99451428
-25.050109592,31.12990709,2015-02-09 07:06,37106688
-24.73210465,31.48377636,2015-06-09 07:25,79419446
-25.028898977,31.140490584,2015-11-09 07:41,83359390
-24.739344954,31.575981558,2015-02-09 08:12,45752827
-24.217643989,30.886445828,2015-08-09 08:27,91641859
-24.517623419,31.164694,2015-07-09 08:34,11953265
-24.785702549,31.401063354,2015-03-09 08:35,14363725
-24.517623419,31.164694,2015-07-09 08:36,11953265
-24.42735,31.027552833,2015-12-09 08:39,20029046
-24.517677662,31.164751299,2015-09-09 08:40,11953265
-25.498631727,31.0029977,2015-01-09 08:53,99451428
-25.231163333,31.963488333,2015-11-09 08:56,64767781
-24.4513247,31.0154941,2015-01-09 08:57,8923233
-25.034358333,31.027686167,2015-10-09 09:14,88101530
-25.031986167,31.025061167,2015-12-09 09:14,88101530
-25.034322167,31.027691667,2015-09-09 09:14,88101530
-25.034277833,31.0276945,2015-03-09 09:17,88101530
-25.0343055,31.0276695,2015-09-09 09:18,88101530
-25.034313833,31.027686167,2015-06-09 09:23,88101530
-25.473800659,30.94496727,2015-06-09 09:25,94154534
-25.0343195,31.027666667,2015-07-09 09:26,88101530
-25.469102583,30.957193122,2015-06-09 09:54,33869453
-25.469102583,30.957193122,2015-07-09 10:05,33869453
-25.468992479,30.978495469,2015-12-09 10:17,49434843
-24.443942471,31.896824236,2015-09-09 10:36,527064
-25.294549082,31.011854712,2015-12-09 10:39,44945552
-24.72740226,31.47643573,2015-10-09 10:47,57307534
-24.475833052,31.013781521,2015-01-09 10:59,4315623
-25.501489442,30.952951494,2015-10-09 11:08,19082014
-24.291178333,31.229813333,2015-04-09 11:13,11505530
-24.517533333,31.162722167,2015-12-09 11:18,11953265
-25.471639809,30.990946324,2015-12-09 11:28,61050186
-25.471677233,30.990929604,2015-06-09 11:29,61050186
-25.44121672,30.96675025,2015-11-09 11:30,33109896
-25.471677233,30.990929604,2015-12-09 11:30,61050186
-25.485216929,30.937923571,2015-11-09 11:42,24176706
-24.786132156,31.428991822,2015-05-09 11:44,61381975
-24.3588673,30.9375133,2015-02-09 12:05,75796294
-24.2054018,30.8879611,2015-12-09 12:37,87691582
-24.204951153,30.891593976,2015-07-09 12:48,87691582
-25.425428753,31.448736833,2015-03-09 13:29,66552773
-25.385173238,31.515982579,2015-09-09 13:39,66552773
-24.381071667,31.322311667,2015-04-09 13:45,33317210
-25.384666667,31.516166667,2015-12-09 13:53,66552773
-24.801332473,31.400167465,2015-04-09 13:59,22896224
-25.501101287,30.975628942,2015-05-09 13:59,41611354
-24.492189162,31.133353645,2015-10-09 14:05,39790157
-25.322521667,31.509905,2015-01-09 14:15,93344567
-24.935995,31.703736667,2015-03-09 14:18,93344567
-25.471677233,30.990929604,2015-08-09 14:46,61050186
-25.034160968,31.113094082,2015-08-09 14:48,74021278
-23.932332345,31.143836975,2015-10-09 15:01,18740363
-25.478011339,30.98909689,2015-10-09 15:01,61050186
-25.478008221,30.989093921,2015-09-09 15:04,61050186
-25.473800659,30.94496727,2015-02-09 15:20,94154534
-24.792148,31.361373,2015-08-09 15:27,61381975
-24.326355,31.233221667,2015-07-09 15:29,11505530
-24.784521667,31.420395,2015-02-09 15:30,61381975
-24.777241667,31.415211667,2015-12-09 15:35,61381975
-24.771786084,31.386856547,2015-07-09 15:36,61381975
-24.743743867,31.478313407,2015-04-09 15:39,61381975
-24.76653,31.456695,2015-04-09 15:43,61381975
-24.795464211,31.50228143,2015-02-09 15:45,61381975
-25.027322167,31.136658333,2015-09-09 15:49,49434843
-25.028947167,31.144808333,2015-10-09 15:50,49434843
-25.501458366,30.952541189,2015-02-09 15:51,19082014
-25.443783333,30.964153333,2015-04-09 15:53,49434843
-25.029041721,31.145109851,2015-07-09 15:54,49434843
-25.029046163,31.145094764,2015-10-09 15:55,49434843
-25.029046163,31.145094764,2015-11-09 15:55,49434843
-25.029046163,31.145094764,2015-09-09 15:55,49434843
-25.029046163,31.145094764,2015-05-09 15:56,49434843
-25.029046163,31.145094764,2015-01-09 15:57,49434843
-25.029046163,31.145094764,2015-04-09 15:57,49434843
-25.468863333,30.978583333,2015-12-09 15:58,49434843
-25.029046163,31.145094764,2015-10-09 15:59,49434843
-24.786132156,31.428991822,2015-07-09 15:59,61381975
-25.029066866,31.145122005,2015-05-09 15:59,49434843
-25.029066866,31.145122005,2015-03-09 16:00,49434843
-25.478663333,30.995313333,2015-05-09 16:01,49434843
-25.02901406,31.145109348,2015-12-09 16:06,49434843
-24.1726285,30.9164713,2015-03-09 16:16,42732424
-25.028886167,31.144991667,2015-07-09 16:28,49434843
-25.029052833,31.145058333,2015-01-09 16:28,49434843
-25.028977833,31.1451,2015-07-09 16:48,49434843
-25.029008333,31.145041667,2015-09-09 17:07,49434843
-25.029036167,31.144716667,2015-07-09 17:09,49434843
-25.0290445,31.145125,2015-11-09 17:10,49434843
-23.947619805,31.134701204,2015-04-09 17:12,35987255
-24.802682265,31.401443034,2015-09-09 17:13,36592569
-25.294576432,31.009697523,2015-10-09 17:15,68778514
-23.947589044,31.134701706,2015-05-09 17:17,35987255
-24.527336913,31.116055995,2015-05-09 17:19,5007076
-24.453949053,31.404074903,2015-02-09 17:20,527064
-25.487,31.503166667,2015-12-09 17:23,21401828
-25.029102833,31.145022167,2015-03-09 17:38,49434843
-25.029097167,31.145016667,2015-06-09 17:39,49434843
-24.73210465,31.48377636,2015-02-09 17:51,79419446
-24.73210465,31.48377636,2015-03-09 17:54,79419446
-24.275780127,31.307710009,2015-08-09 18:06,81599108
-25.371480016,31.757302098,2015-05-09 18:10,52719335
-25.440767614,30.967120876,2015-01-09 18:33,33109896
-24.517607394,31.163021273,2015-06-09 18:41,75048721
-24.505897641,31.113831545,2015-09-09 18:42,75048721
-24.786298432,31.423292799,2015-05-09 19:01,14363725
-25.471706758,30.991047153,2015-09-09 19:06,61050186
-25.237166667,31.9505,2015-01-09 19:12,41203038
-25.34718744,30.98656685,2015-02-09 19:44,85739127
-24.517583731,31.160125947,2015-02-09 20:08,39790157
-25.496295984,30.949062668,2015-12-09 20:27,95977412
-25.332858333,30.998561667,2015-12-10 03:03,3856909
-25.4627898,30.964950278,2015-01-10 03:39,37106688
-23.909961667,31.035447167,2015-01-10 03:52,61978646
-24.451338607,31.016058656,2015-07-10 03:56,4315623
-24.451338607,31.016058656,2015-07-10 04:05,16145197
-25.492613982,30.954892449,2015-02-10 04:25,84632298
-25.385173238,31.515982579,2015-08-10 04:30,66552773
-24.47578799,31.01373342,2015-01-10 04:35,16145197
-24.361353333,30.945616667,2015-05-10 04:51,9679641
-24.973704487,31.530757103,2015-11-10 05:02,92979582
-25.327813387,31.014849033,2015-01-10 05:03,82445526
-25.495341667,31.104633333,2015-07-10 05:14,93210586
-24.982401309,31.244022593,2015-12-10 05:17,95528691
-24.785702549,31.401063354,2015-12-10 05:20,14363725
-25.3867097,30.9836816,2015-08-10 05:26,94121882
-25.3866822,30.9836774,2015-02-10 05:27,16390522
-25.3795,31.731833333,2015-08-10 05:32,91003716
-23.936798031,31.147336082,2015-03-10 05:47,18740363
-25.385072887,31.098303795,2015-04-10 05:52,55521582
-25.289638999,31.003500284,2015-10-10 06:17,68778514
-25.311134344,31.099612946,2015-06-10 06:25,59541433
-24.2053618,30.8878492,2015-07-10 06:40,87691582
-25.029127833,31.145122167,2015-09-10 07:17,49434843
-25.518691667,31.357603333,2015-06-10 07:20,14388507
-25.025147167,31.241758333,2015-02-10 08:04,93344567
-25.522028636,31.362685701,2015-08-10 08:51,71590931
-24.466255243,31.05079276,2015-08-10 09:04,72167958
-24.601012645,31.629844595,2015-12-10 09:08,57307534
-24.601012645,31.629844595,2015-09-10 09:10,57307534
-25.034266203,31.113227103,2015-11-10 09:55,74021278
-24.872013542,31.545540617,2015-06-10 10:03,37959089
-24.421758333,31.023927833,2015-05-10 10:16,83400625
-24.992542,31.592624187,2015-09-10 10:22,66552773
-25.1194001,31.915807152,2015-10-10 10:23,66552773
-25.385173238,31.515982579,2015-04-10 10:23,66552773
-24.45737,31.342888333,2015-12-10 10:50,33317210
-24.393184509,31.779795025,2015-01-10 10:51,7291862
-25.260191667,31.883571667,2015-03-10 11:09,64646148
-24.435986667,31.055247167,2015-05-10 11:16,99945025
-24.829438333,31.457661667,2015-06-10 11:20,61381975
-24.82867,31.45712,2015-04-10 11:22,61381975
-24.827055,31.45602,2015-11-10 11:24,61381975
-24.732104651,31.483776359,2015-03-10 11:38,79419446
-24.356921,30.947834,2015-07-10 11:40,90916112
-24.517679856,31.162063846,2015-01-10 12:15,75048721
-24.505897641,31.113831545,2015-01-10 12:18,75048721
-24.427488955,31.02746358,2015-06-10 12:20,72167958
-24.375127696,30.944730091,2015-04-10 12:25,69595439
-25.23075792,31.579597872,2015-05-10 12:35,66552773
-25.486719031,30.984393815,2015-10-10 13:08,41418953
-25.438993061,31.514676595,2015-07-10 13:28,66552773
-25.438993061,31.514676595,2015-05-10 13:30,66552773
-25.492486203,30.954523683,2015-10-10 13:37,84632298
-25.492154064,30.955306328,2015-02-10 14:01,84632298
-25.500681912,31.000164587,2015-11-10 14:03,15974597
-24.502614783,30.891759452,2015-09-10 14:05,41807690
-25.047546742,31.12991738,2015-04-10 14:13,86332761
-25.485759811,30.964375734,2015-02-10 14:14,6154334
-24.523080826,31.119846344,2015-12-10 14:16,8142930
-25.507869383,30.983240906,2015-07-10 14:33,17095038
-25.49923182,30.9922879,2015-12-10 14:38,71536216
-24.803247,31.422454,2015-04-10 15:08,61381975
-24.982401309,31.244022593,2015-11-10 15:14,95528691
-24.786198162,31.429165006,2015-05-10 15:18,61381975
-25.507183508,30.982453475,2015-10-10 15:20,17095038
-25.361294765,31.873602362,2015-11-10 15:22,64646148
-24.803247,31.422454,2015-07-10 15:22,61381975
-25.496652634,30.983277429,2015-03-10 15:23,71974767
-24.802651282,31.401459668,2015-04-10 15:25,61381975
-25.332596667,31.899941667,2015-08-10 15:28,64646148
-25.499257162,30.992278335,2015-09-10 15:32,71536216
-25.4397553,30.9654384,2015-07-10 15:34,55120225
-25.3866442,30.9836566,2015-03-10 15:40,16390522
-25.145222167,31.94023,2015-07-10 15:59,64646148
-25.496655777,30.983256223,2015-10-10 16:28,71974767
-25.034217965,31.11311093,2015-01-10 16:28,74021278
-25.45243931,31.168913199,2015-05-10 16:37,2518415
-25.049412763,31.130533386,2015-06-10 16:51,21384901
-24.427707767,31.027404758,2015-09-10 16:54,83400625
-25.49667266,30.98344604,2015-09-10 16:54,53564955
-24.4274755,31.0274067,2015-01-10 17:20,21156823
-24.4274755,31.0274067,2015-12-10 17:26,21156823
-24.786554517,31.425665649,2015-05-10 17:29,14363725
-24.439413948,31.022204161,2015-01-10 17:37,72167958
-24.419290543,31.036834717,2015-03-10 17:38,21156823
-25.500283913,30.977202703,2015-07-10 17:39,28698209
-24.4274382,31.0273964,2015-10-10 17:44,21156823
-24.4274374,31.0273938,2015-12-10 17:50,21156823
-24.4274555,31.0273305,2015-03-10 18:02,21156823
-25.486668949,30.984500097,2015-06-10 18:46,41418953
-25.442833333,30.968666667,2015-07-10 21:42,15587582
-25.464922144,30.948259386,2015-10-11 23:49,4116982
-25.464956752,30.948259857,2015-08-11 23:52,4116982
-24.921068894,31.520835558,2015-06-11 02:19,60054211
-24.350560531,30.956986944,2015-01-11 02:27,41807690
-25.486711739,30.984490961,2015-11-11 02:27,41418953
-24.350560531,30.956986944,2015-10-11 02:28,41807690
-25.286678333,31.007172217,2015-07-11 03:03,3008343
-25.385173238,31.515982579,2015-08-11 03:57,66552773
-25.3876017,30.9836621,2015-08-11 04:17,16390522
-25.476416877,30.984509298,2015-03-11 04:46,11619205
-25.485759811,30.964375734,2015-11-11 05:05,6154334
-25.49535,31.1047945,2015-07-11 05:21,93210586
-25.473302403,30.977628588,2015-10-11 05:36,2518415
-25.471099099,30.979926733,2015-04-11 05:38,2518415
-25.469740947,30.981460823,2015-01-11 05:41,2518415
-25.470090708,30.980856578,2015-04-11 05:43,2518415
-25.474104047,30.975921853,2015-05-11 05:47,2518415
-25.474104047,30.975921853,2015-08-11 05:48,2518415
-25.47122859,30.9799535,2015-09-11 05:51,2518415
-24.724911626,31.202519619,2015-05-11 06:03,12226017
-24.973704487,31.530757103,2015-08-11 06:42,14363725
-24.217862889,30.886515746,2015-12-11 06:46,91641859
-24.384044945,31.04637953,2015-12-11 07:38,81599108
-24.785702549,31.401063354,2015-10-11 08:29,3105399
-24.421091667,31.0823195,2015-06-11 08:39,83400625
-25.440660978,30.964940744,2015-07-11 08:49,92654027
-25.440660984,30.964940738,2015-02-11 08:50,92654027
-25.13305,31.136013833,2015-10-11 08:55,49610767
-25.277901473,31.622872129,2015-05-11 09:16,66552773
-25.444198267,30.918903179,2015-07-11 09:17,74184914
-25.438772811,30.966671753,2015-01-11 09:23,92654027
-24.07535,31.725121667,2015-05-11 10:04,76080383
-25.426654589,31.44892385,2015-02-11 11:01,66552773
-25.277901473,31.622872129,2015-06-11 11:05,66552773
-25.287,31.531833333,2015-02-11 11:05,66552773
-25.42551499,31.446245906,2015-04-11 11:05,66552773
-25.338639636,31.011062181,2015-04-11 12:08,84632298
-25.327813387,31.014849033,2015-11-11 12:09,84632298
-24.354380855,30.945362387,2015-09-11 12:29,2265623
-25.250346667,31.84772,2015-02-11 12:57,64646148
-25.250411667,31.847746667,2015-06-11 13:00,64646148
-24.977612685,31.48340108,2015-02-11 13:03,45585930
-25.178683333,31.67903,2015-12-11 13:03,64646148
-25.178628333,31.679036667,2015-11-11 13:04,64646148
-25.250411667,31.847746667,2015-05-11 13:08,64646148
-24.997736989,31.488979273,2015-10-11 13:32,74184914
-24.993866771,31.521118842,2015-10-11 13:43,74184914
-24.4513312,31.0155395,2015-10-11 13:54,8923233
-24.802166667,31.401333333,2015-02-11 14:00,36592569
-25.4945632,31.0027735,2015-12-11 14:03,97866869
-25.399589189,31.533077722,2015-09-11 14:06,66552773
-24.439413948,31.022204161,2015-08-11 14:46,18414002
-24.985966667,31.482216667,2015-11-11 14:47,58946693
-25.4935089,30.9525199,2015-02-11 14:53,16721182
-25.4935089,30.9525199,2015-09-11 14:55,16721182
-25.4935092,30.9525201,2015-06-11 15:03,16721182
-24.217862889,30.886515746,2015-01-11 15:16,91641859
-25.28523078,30.989986524,2015-12-11 15:16,67035459
-25.469907364,30.99526573,2015-12-11 15:24,54372438
-25.325245648,31.07157818,2015-05-11 15:52,15525879
-25.4843034,30.9384531,2015-11-11 16:05,24176706
-24.51507996,30.904095036,2015-02-11 16:37,21152251
-25.483305,30.959905,2015-07-11 16:44,65252264
-25.031997167,31.02515,2015-01-11 17:04,88101530
-25.031983333,31.025113833,2015-09-11 17:12,88101530
-24.427392944,31.027579224,2015-12-11 17:28,83400625
-25.294570648,31.012004474,2015-08-11 17:40,44945552
-25.294570648,31.012004474,2015-06-11 17:40,44945552
-25.294579617,31.011971198,2015-04-11 17:45,44945552
-25.294647636,31.00974706,2015-11-11 18:01,68778514
-25.474846667,31.176875,2015-09-11 18:11,49434843
-25.42,30.969166667,2015-03-11 18:21,49434843
-25.422666667,30.962166667,2015-02-11 18:21,49434843
-25.427166667,30.966833333,2015-12-11 18:23,49434843
-25.44817225,31.52638802,2015-08-11 19:02,66268344
-25.452471874,31.16886517,2015-05-11 19:29,2518415
-25.474126816,30.981651306,2015-08-12 00:59,75145580
-24.35297,30.950553333,2015-04-12 02:14,41807690
-24.34257846,30.93086607,2015-02-12 04:02,90916112
-24.416325,31.90032,2015-10-12 04:19,95784406
-25.286830379,31.531946173,2015-04-12 04:23,66552773
-25.409327243,30.973639665,2015-07-12 04:24,7694975
-25.409394633,30.973544279,2015-05-12 04:27,7694975
-24.4513249,31.0154962,2015-06-12 05:07,8923233
-25.398833333,31.489666667,2015-10-12 05:17,62125696
-25.470937509,30.979696906,2015-12-12 05:18,2518415
-24.992542,31.592624187,2015-07-12 05:21,90354645
-25.385173238,31.515982579,2015-05-12 05:37,66552773
-23.923825,31.033775,2015-02-12 05:59,61978646
-25.483746955,30.938657652,2015-06-12 06:00,24176706
-23.923803333,31.033833333,2015-06-12 06:11,61978646
-25.47276317,30.97735811,2015-05-12 06:55,68887681
-25.294265295,31.011989219,2015-01-12 08:43,44945552
-25.040302833,31.0849305,2015-02-12 08:57,83267533
-25.47109487,30.953983264,2015-09-12 09:13,29738091
-25.473863622,30.97639815,2015-05-12 09:35,6178482
-25.463054552,31.537142965,2015-01-12 09:39,55904253
-25.474126437,30.976827052,2015-03-12 09:41,6178482
-25.463191448,31.536989473,2015-03-12 09:46,55904253
-25.408024583,30.973532642,2015-06-12 09:46,30171866
-25.473258293,30.977468057,2015-04-12 09:59,6178482
-25.47671507,30.96494073,2015-10-12 10:00,4116982
-25.47671507,30.96494073,2015-10-12 10:01,4116982
-25.47671507,30.96494073,2015-08-12 10:01,4116982
-25.463030851,31.537088631,2015-02-12 10:08,55904253
-25.46648,30.992461667,2015-08-12 10:17,46415684
-23.521666667,31.395666667,2015-03-12 10:21,85661614
-25.504056042,31.351066684,2015-09-12 10:43,95528691
-24.36107,30.947461667,2015-05-12 10:49,2265623
-25.522803333,31.253136667,2015-02-12 11:00,95528691
-25.492856009,31.512058256,2015-12-12 11:05,95528691
-25.513253333,31.223953333,2015-08-12 11:20,95528691
-24.982401309,31.244022593,2015-05-12 11:23,95528691
-23.853885351,31.574575279,2015-03-12 11:27,28694817
-23.523117529,31.397161157,2015-05-12 11:27,28694817
-25.498773123,31.173228461,2015-01-12 11:28,95528691
-24.427488955,31.02746358,2015-10-12 11:54,83400625
-25.505590468,30.98284009,2015-02-12 12:00,17095038
-25.477304226,30.97056753,2015-08-12 12:54,92389990
-24.5155,30.903833333,2015-10-12 13:24,61977706
-23.933369608,31.14541238,2015-05-12 13:33,18740363
-24.8745,31.771,2015-05-12 13:35,6404776
-25.155498429,31.19809118,2015-08-12 14:40,28061816
-25.155498429,31.19809118,2015-07-12 14:51,28061816
-25.155498429,31.19809118,2015-02-12 14:53,28061816
-25.155498429,31.19809118,2015-09-12 14:56,28061816
-25.289636687,31.055168871,2015-08-12 15:49,92153900
-23.946303143,31.142089604,2015-07-12 15:53,61978646
-25.155498429,31.19809118,2015-02-12 15:54,92153900
-23.937203113,31.132108584,2015-03-12 16:00,46513904
-25.289586411,31.055415944,2015-05-12 16:02,92153900
-24.4295,31.043166667,2015-01-12 16:08,61181404
-25.191478333,31.890663333,2015-10-12 16:09,64646148
-25.19145,31.890755,2015-06-12 16:11,64646148
-23.933978719,31.024493091,2015-05-12 16:15,61978646
-25.289587562,31.055414102,2015-07-12 16:19,92153900
-25.49504482,30.97733005,2015-05-12 16:27,49443282
-25.486741667,30.98447,2015-12-12 16:32,41418953
-23.918329819,31.028484592,2015-05-12 16:34,61978646
-25.3644662,31.1282678,2015-02-12 17:00,33109136
-24.392513333,31.061677833,2015-10-12 17:22,20029046
